# This file was automatically generated by ./param.pl
89 89  dens DENSITY [kg/m3]
90 90  var90 Undefined
91 91  icec ICE CONCENTRATION [fraction]
92 92  icet ICE THICKNESS [m]
93 93  iced DIRECTION OF ICE DRIFT [deg]
94 94  ices SPEED OF ICE DRIFT [m/s]
95 95  iceu U-COMP OF ICE DRIFT [m/s]
96 96  icev V-COMP OF ICE DRIFT [m/s]
97 97  iceg ICE GROWTH [m]
98 98  icdv ICE DIVERGENCE [sec/sec]
99 99  var99 undefined
100 100  shcw SIG HGT COM WAVE/SWELL [m]
101 101  wwdi DIRECTION OF WIND WAVE [deg]
102 102  wwsh SIG HGHT OF WIND WAVES [m]
103 103  wwmp MEAN PERIOD WIND WAVES [sec]
104 104  swdi DIRECTION OF SWELL WAVE [deg]
105 105  swsh SIG HEIGHT SWELL WAVES [m]
106 106  swmp MEAN PERIOD SWELL WAVES [sec]
107 107  prwd PRIMARY WAVE DIRECTION [deg]
108 108  prmp PRIM WAVE MEAN PERIOD [s]
109 109  swdi SECOND WAVE DIRECTION [deg]
110 110  swmp SECOND WAVE MEAN PERIOD [s]
111 111  ocas SHORT WAVE ABSORBED AT GROUND [W/m2]
112 112  slds NET LONG WAVE AT BOTTOM [W/m2]
113 113  nswr NET SHORT-WAV RAD(TOP) [W/m2]
114 114  role OUTGOING LONG WAVE AT TOP [W/m2]
115 115  lwrd LONG-WAV RAD [W/m2]
116 116  swea SHORT WAVE ABSORBED BY EARTH/ATMOSPHERE  [W/m2]
117 117  glbr GLOBAL RADIATION [W/m2 ]
118 118  var118 undefined
119 119  var119 undefined
120 120  var120 undefined
121 121  clsf LATENT HEAT FLUX FROM SURFACE [W/m2]
122 122  cssf SENSIBLE HEAT FLUX FROM SURFACE [W/m2]
123 123  blds BOUND LAYER DISSIPATION [W/m2]
124 124  var124 undefined
125 125  var125 undefined
126 126  var126 undefined
127 127  imag IMAGE [image^data]
128 128  tp2m 2 METRE TEMPERATURE [K]
129 129  dp2m 2 METRE DEWPOINT TEMPERATURE [K]
130 130  u10m 10 METRE U-WIND COMPONENT [m/s]
131 131  v10m 10 METRE V-WIND COMPONENT [m/s]
132 132  topo TOPOGRAPHY [m]
133 133  gsfp GEOMETRIC MEAN SURFACE PRESSURE [hPa]
134 134  lnsp LN SURFACE PRESSURE [hPa]
135 135  pslc SURFACE PRESSURE [hPa]
136 136  pslm M S L PRESSURE (MESINGER METHOD) [hPa]
137 137  mask MASK  [-/+]
138 138  mxwu MAXIMUM U-WIND [m/s]
139 139  mxwv MAXIMUM V-WIND [m/s]
140 140  cape CONVECTIVE AVAIL. POT.ENERGY [m2/s2]
141 141  cine CONVECTIVE INHIB. ENERGY [m2/s2]
142 142  lhcv CONVECTIVE LATENT HEATING [K/s]
143 143  mscv CONVECTIVE MOISTURE SOURCE [1/s]
144 144  scvm SHALLOW CONV. MOISTURE SOURCE [1/s]
145 145  scvh SHALLOW CONVECTIVE HEATING [K/s]
146 146  mxwp MAXIMUM WIND PRESS. LVL  [hPa]
147 147  ustr STORM MOTION U-COMPONENT [m/s]
148 148  vstr STORM MOTION V-COMPONENT [m/s]
149 149  cbnt MEAN CLOUD COVER [0-1]
150 150  pcbs PRESSURE AT CLOUD BASE [hPa]
151 151  pctp PRESSURE AT CLOUD TOP [hPa]
152 152  fzht FREEZING LEVEL HEIGHT [m]
153 153  fzrh FREEZING LEVEL RELATIVE HUMIDITY [%]
154 154  fdlt FLIGHT LEVELS TEMPERATURE [K]
155 155  fdlu FLIGHT LEVELS U-WIND [m/s]
156 156  fdlv FLIGHT LEVELS V-WIND [m/s]
157 157  tppp TROPOPAUSE PRESSURE [hPa]
158 158  tppt TROPOPAUSE TEMPERATURE [K]
159 159  tppu TROPOPAUSE U-WIND COMPONENT [m/s]
160 160  tppv TROPOPAUSE v-WIND COMPONENT [m/s]
161 161  var161 undefined
162 162  gvdu GRAVITY WAVE DRAG DU/DT [m/s2]
163 163  gvdv GRAVITY WAVE DRAG DV/DT [m/s2]
164 164  gvus GRAVITY WAVE DRAG SFC ZONAL STRESS  [Pa]
165 165  gvvs GRAVITY WAVE DRAG SFC MERIDIONAL STRESS [Pa]
166 166  var166 undefined
167 167  dvsh DIVERGENCE OF SPECIFIC HUMIDITY [1/s]
168 168  hmfc HORIZ. MOISTURE FLUX CONV.  [1/s]
169 169  vmfl VERT. INTEGRATED MOISTURE FLUX CONV. [kg/(m2*s)]
170 170  vadv VERTICAL MOISTURE ADVECTION  [kg/(kg*s)]
171 171  nhcm NEG. HUM. CORR. MOISTURE SOURCE [kg/(kg*s)]
172 172  lglh LARGE SCALE LATENT HEATING [K/s]
173 173  lgms LARGE SCALE MOISTURE SOURCE [1/s]
174 174  smav SOIL MOISTURE AVAILABILITY [0-1]
175 175  tgrz SOIL TEMPERATURE OF ROOT ZONE [K]
176 176  bslh BARE SOIL LATENT HEAT [Ws/m2]
177 177  evpp POTENTIAL SFC EVAPORATION [m]
178 178  rnof RUNOFF [kg/m2/s)]
179 179  pitp INTERCEPTION LOSS [W/m2]
180 180  vpca VAPOR PRESSURE OF CANOPY AIR SPACE [mb]
181 181  qsfc SURFACE SPEC HUMIDITY [kg/kg]
182 182  ussl SOIL WETNESS OF SURFACE [0-1]
183 183  uzrs SOIL WETNESS OF ROOT ZONE [0-1]
184 184  uzds SOIL WETNESS OF DRAINAGE ZONE [0-1]
185 185  amdl STORAGE ON CANOPY [m]
186 186  amsl STORAGE ON GROUND [m]
187 187  tsfc SURFACE TEMPERATURE [K]
188 188  tems SURFACE ABSOLUTE TEMPERATURE [K]
189 189  tcas TEMPERATURE OF CANOPY AIR SPACE [K]
190 190  ctmp TEMPERATURE AT CANOPY [K]
191 191  tgsc GROUND/SURFACE COVER TEMPERATURE [K]
192 192  uves SURFACE ZONAL WIND (U) [m/s]
193 193  usst SURFACE ZONAL WIND STRESS [Pa]
194 194  vves SURFACE MERIDIONAL WIND (V) [m/s]
195 195  vsst SURFACE MERIDIONAL WIND STRESS [Pa]
196 196  suvf SURFACE MOMENTUM FLUX [W/m2]
197 197  iswf INCIDENT SHORT WAVE FLUX [W/m2]
198 198  ghfl TIME AVE GROUND HT FLX [W/m2]
199 199  var199 undefined
200 200  lwbc NET LONG WAVE AT BOTTOM (CLEAR) [W/m2]
201 201  lwtc OUTGOING LONG WAVE AT TOP (CLEAR) [W/m2]
202 202  swec SHORT WV ABSRBD BY EARTH/ATMOS (CLEAR) [W/m2]
203 203  ocac SHORT WAVE ABSORBED AT GROUND (CLEAR) [W/m2]
204 204  var204 undefined
205 205  lwrh LONG WAVE RADIATIVE HEATING  [K/s]
206 206  swrh SHORT WAVE RADIATIVE HEATING [K/s]
207 207  olis DOWNWARD LONG WAVE AT BOTTOM [W/m2]
208 208  olic DOWNWARD LONG WAVE AT BOTTOM (CLEAR) [W/m2]
209 209  ocis DOWNWARD SHORT WAVE AT GROUND [W/m2]
210 210  ocic DOWNWARD SHORT WAVE AT GROUND (CLEAR) [W/m2]
211 211  oles UPWARD LONG WAVE AT BOTTOM [W/m2]
212 212  oces UPWARD SHORT WAVE AT GROUND [W/m2]
213 213  swgc UPWARD SHORT WAVE AT GROUND (CLEAR) [W/m2]
214 214  roce UPWARD SHORT WAVE AT TOP [W/m2]
215 215  swtc UPWARD SHORT WAVE AT TOP (CLEAR) [W/m2]
216 216  var216 undefined
217 217  var217 undefined
218 218  hhdf HORIZONTAL HEATING DIFFUSION [K/s]
219 219  hmdf HORIZONTAL MOISTURE DIFFUSION [1/s]
220 220  hddf HORIZONTAL DIVERGENCE DIFFUSION [1/s2]
221 221  hvdf HORIZONTAL VORTICITY DIFFUSION [1/s2]
222 222  vdms VERTICAL DIFF. MOISTURE SOURCE [1/s]
223 223  vdfu VERTICAL DIFFUSION DU/DT [m/s2]
224 224  vdfv VERTICAL DIFFUSION DV/DT [m/s2]
225 225  vdfh VERTICAL DIFFUSION HEATING [K/s]
226 226  umrs SURFACE RELATIVE HUMIDITY [no Dim]
227 227  vdcc VERTICAL DIST TOTAL CLOUD COVER [no Dim]
228 228  var228 undefined
229 229  var229 undefined
230 230  usmt TIME MEAN SURFACE ZONAL WIND (U) [m/s]
231 231  vsmt TIME MEAN SURFACE MERIDIONAL WIND (V) [m/s]
232 232  tsmt TIME MEAN SURFACE ABSOLUTE TEMPERATURE [K]
233 233  rsmt TIME MEAN SURFACE RELATIVE HUMIDITY [no Dim]
234 234  atmt TIME MEAN ABSOLUTE TEMPERATURE [K]
235 235  stmt TIME MEAN DEEP SOIL TEMPERATURE [K]
236 236  ommt TIME MEAN DERIVED OMEGA [Pa/s]
237 237  dvmt TIME MEAN DIVERGENCE [1/s]
238 238  zhmt TIME MEAN GEOPOTENTIAL HEIGHT [m]
239 239  lnmt TIME MEAN LOG SURFACE PRESSURE [ln(cbar)]
240 240  mkmt TIME MEAN MASK [-/+]
241 241  vvmt TIME MEAN MERIDIONAL WIND (V) [m/s]
242 242  omtm TIME MEAN OMEGA  [cbar/s]
243 243  ptmt TIME MEAN POTENTIAL TEMPERATURE [K]
244 244  pcmt TIME MEAN PRECIP. WATER  [kg/m2]
245 245  rhmt TIME MEAN RELATIVE HUMIDITY [%]
246 246  mpmt TIME MEAN SEA LEVEL PRESSURE [hPa]
247 247  simt TIME MEAN SIGMADOT [1/s]
248 248  uemt TIME MEAN SPECIFIC HUMIDITY [kg/kg]
249 249  fcmt TIME MEAN STREAM FUNCTION| m2/s]
250 250  psmt TIME MEAN SURFACE PRESSURE [hPa]
251 251  tmmt TIME MEAN SURFACE TEMPERATURE [K]
252 252  pvmt TIME MEAN VELOCITY POTENTIAL [m2/s]
253 253  tvmt TIME MEAN VIRTUAL TEMPERATURE [K]
254 254  vtmt TIME MEAN VORTICITY [1/s]
255 255  uvmt TIME MEAN ZONAL WIND (U) [m/s]
