Single Thread Sorting Time: 18477.3[ms]
Single Thread Speed: 521.289[MB/s]

                     Distributed Sort, ms | MSD Sort, ms | Local Merge, ms | Local Partitioning, ms | Global Partitioning, ms | Buckets Determination, ms | Strings Exchange, ms | Strings Exchange Waiting, ms | Reading Data, ms | Writing Data, ms |
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Node 1 (3795442)   |              2763.19 |       309.20 |          182.20 |                   0.94 |                    1.24 |                      0.15 |                29.34 |                        13.71 |          6920.24 |             0.00 |
Node 2 (0)         |              2581.21 |       314.91 |            0.02 |                   1.10 |                 2219.49 |                      0.20 |                28.74 |                        13.37 |          6828.27 |             0.00 |
Node 3 (3280076)   |              2734.03 |       304.00 |          152.91 |                   0.89 |                 2230.76 |                      0.13 |                17.15 |                        24.91 |          6929.87 |             0.00 |
Node 4 (2075686)   |              2921.03 |       320.13 |          340.59 |                   0.56 |                 2214.88 |                      0.16 |                23.64 |                        20.10 |          6818.38 |             0.00 |
Node 5 (2083406)   |              2917.49 |       288.88 |          335.26 |                   0.57 |                 2245.47 |                      0.15 |                38.21 |                         4.77 |          6966.90 |             0.00 |
Node 6 (2078999)   |              2931.24 |       298.78 |          350.58 |                   0.92 |                 2235.53 |                      0.15 |                27.53 |                        15.62 |          6960.43 |             0.00 |
Node 7 (1090660)   |              2856.85 |       210.68 |          276.14 |                   0.88 |                 2323.37 |                      0.13 |                26.69 |                        15.99 |          6886.92 |             0.00 |
Node 8 (2081989)   |              2738.96 |       286.09 |          158.26 |                   0.91 |                 2247.36 |                      0.14 |                26.92 |                        14.60 |          6859.17 |             0.00 |
Node 9 (3062740)   |              2914.49 |       341.92 |          332.61 |                   0.87 |                 2192.02 |                      0.12 |                26.14 |                        17.53 |          6772.90 |             0.00 |
Node 10 (0)        |              2580.90 |       291.06 |            0.04 |                   0.57 |                 2243.47 |                      0.15 |                26.80 |                        14.79 |          6938.28 |             0.00 |
Node 11 (5793141)  |              2857.08 |       325.77 |          276.29 |                   0.89 |                 2208.51 |                      0.13 |                26.83 |                        16.11 |          6802.90 |             0.00 |
Node 12 (0)        |              2581.46 |       281.23 |            0.05 |                   0.95 |                 2253.69 |                      0.15 |                17.13 |                        24.54 |          6882.09 |             0.00 |
Node 13 (2148972)  |              2897.76 |       323.08 |          315.35 |                   0.89 |                 2211.72 |                      0.14 |                41.37 |                         0.00 |          6881.29 |             0.00 |
Node 14 (2083176)  |              2719.90 |       301.43 |          139.37 |                   0.92 |                 2233.41 |                      0.15 |                27.28 |                        15.64 |          6898.95 |             0.00 |
Node 15 (2078857)  |              2724.75 |       283.67 |          144.12 |                   0.59 |                 2251.67 |                      0.15 |                16.72 |                        25.45 |          6752.09 |             0.00 |
Node 16 (3105132)  |              2927.10 |       329.39 |          345.30 |                   0.88 |                 2205.35 |                      0.12 |                23.67 |                        19.83 |          6909.44 |             0.00 |
Node 17 (0)        |              2581.50 |       338.36 |            0.04 |                   0.95 |                 2195.03 |                      0.14 |                38.38 |                         3.24 |          6863.31 |             0.00 |
Node 18 (2947783)  |              2872.80 |       332.08 |          291.50 |                   0.86 |                 2202.16 |                      0.13 |                36.97 |                         5.93 |          6816.55 |             0.00 |
Node 19 (3034862)  |              2917.87 |       292.59 |          337.36 |                   0.57 |                 2241.48 |                      0.14 |                15.83 |                        25.72 |          6812.40 |             0.00 |
Node 20 (0)        |              2580.97 |       294.78 |            0.01 |                   0.60 |                 2239.33 |                      0.12 |                28.96 |                        14.53 |          6901.76 |             0.00 |
Node 21 (3013980)  |              2894.88 |       311.43 |          312.85 |                   0.57 |                 2223.09 |                      0.13 |                29.37 |                        13.94 |          6911.41 |             0.00 |
Node 22 (2081662)  |              2723.71 |       317.41 |          142.00 |                   0.94 |                 2217.14 |                      0.15 |                23.79 |                        19.90 |          6889.11 |             0.00 |
Node 23 (2077811)  |              2840.70 |       336.09 |          259.17 |                   0.89 |                 2198.75 |                      0.20 |                39.59 |                         3.24 |          6828.53 |             0.00 |
Node 24 (2086241)  |              2729.47 |       306.37 |          147.82 |                   0.91 |                 2227.64 |                      0.15 |                39.04 |                         2.88 |          6913.35 |             0.00 |
Node 25 (3617134)  |              2921.26 |      2170.79 |          339.68 |                   0.62 |                  363.07 |                      0.02 |                41.21 |                         1.06 |          6817.73 |             0.00 |
Node 26 (0)        |              2581.22 |      2402.41 |            0.03 |                   0.58 |                  131.78 |                      0.02 |                16.70 |                        25.33 |          6908.53 |             0.00 |
Node 27 (0)        |              2580.93 |      1230.03 |            0.04 |                   0.58 |                 1304.66 |                      0.05 |                13.17 |                        29.90 |          6861.60 |             0.00 |
Node 28 (5617856)  |              2878.46 |      2333.04 |          297.49 |                   0.58 |                  201.43 |                      0.01 |                29.00 |                        13.85 |          6889.32 |             0.00 |
Node 29 (0)        |              2582.46 |      2465.90 |            0.03 |                   0.58 |                   69.35 |                      0.02 |                18.91 |                        22.95 |          6818.45 |             0.00 |
Node 30 (2861545)  |              2856.94 |      2352.61 |          275.78 |                   0.58 |                  182.38 |                      0.02 |                30.31 |                        10.39 |          6871.83 |             0.00 |
Node 31 (2081014)  |              2886.56 |      2085.90 |          305.79 |                   0.58 |                  448.31 |                      0.02 |                16.61 |                        25.35 |          6881.55 |             0.00 |
Node 32 (4335757)  |              2798.51 |      2513.06 |          216.70 |                   0.57 |                   21.35 |                      0.03 |                23.64 |                        18.71 |          6875.95 |             0.00 |
Node 33 (0)        |              2580.46 |      2477.50 |            0.04 |                   0.56 |                   57.07 |                      0.01 |                19.53 |                        23.44 |          6844.06 |             0.00 |
Node 34 (2441405)  |              2933.28 |      1237.50 |          351.18 |                   0.55 |                 1296.88 |                      0.03 |                14.15 |                        29.47 |          6862.18 |             0.00 |
Node 35 (1361100)  |              2720.94 |      2309.14 |          140.49 |                   0.57 |                  226.20 |                      0.01 |                25.79 |                        16.20 |          6746.98 |             0.00 |
Node 36 (2080605)  |              2939.01 |      2141.56 |          358.51 |                   0.59 |                  392.46 |                      0.04 |                15.21 |                        28.29 |          6859.84 |             0.00 |
Node 37 (2076891)  |              2819.61 |      2532.82 |          239.17 |                   0.55 |                    1.31 |                      0.02 |                26.65 |                        15.80 |          6861.79 |             0.00 |
Node 38 (2866468)  |              2905.73 |      2417.86 |          325.38 |                   0.57 |                  116.52 |                      0.02 |                14.78 |                        27.79 |          6853.63 |             0.00 |
Node 39 (0)        |              2580.18 |      2225.49 |            0.05 |                   0.57 |                  308.46 |                      0.02 |                16.09 |                        25.43 |          6844.08 |             0.00 |
Node 40 (4168991)  |              2929.12 |      2158.66 |          347.54 |                   0.56 |                  376.28 |                      0.02 |                17.33 |                        24.82 |          6820.98 |             0.00 |
Node 41 (2809442)  |              2743.78 |      2408.54 |          162.77 |                   0.66 |                  126.28 |                      0.04 |                30.98 |                        10.56 |          6820.70 |             0.00 |
Node 42 (0)        |              2580.82 |      2453.09 |            0.04 |                   0.56 |                   81.13 |                      0.02 |                28.53 |                        14.13 |          6840.81 |             0.00 |
Node 43 (3251502)  |              2795.90 |      2414.29 |          213.74 |                   0.56 |                  121.25 |                      0.02 |                36.34 |                         5.72 |          6833.09 |             0.00 |
Node 44 (2081926)  |              2931.37 |      2175.54 |          349.76 |                   0.57 |                  358.51 |                      0.02 |                17.40 |                        24.75 |          6821.49 |             0.00 |
Node 45 (2083077)  |              2783.06 |      2385.63 |          202.68 |                   0.59 |                  148.24 |                      0.02 |                26.05 |                        16.46 |          6822.72 |             0.00 |
Node 46 (2085726)  |              2865.09 |      2347.54 |          282.94 |                   0.56 |                  187.18 |                      0.01 |                29.33 |                        12.90 |          6806.75 |             0.00 |
Node 47 (2078104)  |              2882.92 |      2343.13 |          301.94 |                   0.58 |                  191.99 |                      0.01 |                28.61 |                        14.22 |          6697.09 |             0.00 |
Node 48 (2100889)  |              2721.80 |      2528.64 |          139.89 |                   0.57 |                    6.62 |                      0.02 |                26.65 |                        15.90 |          6759.47 |             0.00 |
=======================================================================================================================================================================================================================================================
Time max, ms       |              2939.01 |      2532.82 |          358.51 |                   1.10 |                 2323.37 |                      0.20 |                41.37 |                        29.90 |          6966.90 |             0.00 |
Speed, MB/s        |              3277.33 |        79.23 |          559.00 |
