Single Thread Sorting Time: 6430.76[ms]
Single Thread Speed: 311.316[MB/s]

                     Distributed Sort, ms | MSD Sort, ms | Local Merge, ms | Local Partitioning, ms | Global Partitioning, ms | Buckets Determination, ms | Strings Exchange, ms | Strings Exchange Waiting, ms | Reading Data, ms | Writing Data, ms |
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Node 1 (4181386)   |               803.06 |       283.04 |          435.59 |                   1.11 |                    0.16 |                      0.07 |                29.29 |                         5.58 |          1312.99 |             0.00 |
Node 2 (4175257)   |               783.75 |       303.86 |          416.15 |                   1.10 |                   26.04 |                      0.07 |                22.81 |                        11.37 |          1298.48 |             0.00 |
Node 3 (4157323)   |               760.53 |       260.65 |          393.25 |                   1.13 |                   69.26 |                      0.08 |                23.57 |                        10.58 |          1235.92 |             0.00 |
Node 4 (4165189)   |               802.84 |       292.17 |          435.81 |                   1.10 |                   37.94 |                      0.08 |                22.82 |                        11.37 |          1314.25 |             0.00 |
Node 5 (4168294)   |               748.02 |       312.57 |          380.71 |                   1.10 |                   17.50 |                      0.06 |                22.65 |                        12.29 |          1281.29 |             0.00 |
Node 6 (4165106)   |               783.88 |       289.48 |          416.54 |                   1.10 |                   41.04 |                      0.08 |                32.09 |                         2.18 |          1292.31 |             0.00 |
Node 7 (4164127)   |               736.45 |       213.77 |          369.05 |                   1.09 |                  116.51 |                      0.07 |                24.85 |                         9.11 |          1344.10 |             0.00 |
Node 8 (4165755)   |               524.00 |       329.75 |          156.99 |                   1.11 |                    0.23 |                      0.06 |                24.80 |                         9.95 |          1336.73 |             0.00 |
Node 9 (4164884)   |               728.49 |       285.92 |          361.01 |                   1.10 |                   44.15 |                      0.08 |                32.08 |                         2.21 |          1336.79 |             0.00 |
Node 10 (4160309)  |               882.29 |       247.75 |          515.20 |                   1.13 |                   82.17 |                      0.08 |                22.46 |                        12.22 |          1336.38 |             0.00 |
Node 11 (4163096)  |               520.81 |       234.90 |          153.68 |                   1.10 |                   94.93 |                      0.09 |                22.75 |                        11.28 |          1330.01 |             0.00 |
Node 12 (4163917)  |               853.17 |       238.45 |          486.09 |                   1.13 |                   91.64 |                      0.12 |                23.59 |                        10.98 |          1298.57 |             0.00 |
Node 13 (4167912)  |               883.14 |       244.98 |          515.98 |                   1.14 |                   85.30 |                      0.08 |                22.68 |                        12.11 |          1328.74 |             0.00 |
Node 14 (4167886)  |               754.94 |       241.30 |          387.99 |                   1.10 |                   88.52 |                      0.10 |                22.55 |                        12.53 |          1327.22 |             0.00 |
Node 15 (4170855)  |               916.13 |       264.10 |          548.95 |                   1.10 |                   66.12 |                      0.07 |                23.48 |                        10.82 |          1331.23 |             0.00 |
Node 16 (4159151)  |               910.81 |       254.45 |          543.39 |                   1.10 |                   75.82 |                      0.08 |                22.61 |                        12.03 |          1331.13 |             0.00 |
Node 17 (4166967)  |               865.50 |       267.57 |          497.94 |                   1.10 |                   62.97 |                      0.08 |                22.77 |                        11.50 |          1310.61 |             0.00 |
Node 18 (4166814)  |               722.44 |       270.62 |          354.90 |                   1.10 |                   59.86 |                      0.07 |                31.16 |                         2.94 |          1315.79 |             0.00 |
Node 19 (4159371)  |               899.87 |       276.55 |          532.66 |                   1.12 |                   53.63 |                      0.11 |                23.28 |                        10.83 |          1303.05 |             0.00 |
Node 20 (4163285)  |               755.06 |       273.48 |          387.83 |                   1.11 |                   56.79 |                      0.10 |                34.09 |                         0.00 |          1305.87 |             0.00 |
Node 21 (4165390)  |               718.67 |       279.55 |          351.31 |                   1.10 |                   50.59 |                      0.08 |                29.55 |                         4.76 |          1322.70 |             0.00 |
Node 22 (4163669)  |               727.04 |       251.27 |          359.97 |                   1.10 |                   79.12 |                      0.08 |                22.46 |                        11.87 |          1280.18 |             0.00 |
Node 23 (4163299)  |               898.52 |       289.46 |          537.23 |                   1.09 |                   34.78 |                      0.08 |                23.46 |                        10.60 |          1308.24 |             0.00 |
Node 24 (4190774)  |               559.50 |       258.07 |          192.21 |                   1.10 |                   72.45 |                      0.09 |                22.87 |                        11.12 |          1314.39 |             0.00 |
=======================================================================================================================================================================================================================================================
Time max, ms       |               916.13 |       329.75 |          548.95 |                   1.14 |                  116.51 |                      0.12 |                34.09 |                        12.53 |          1344.10 |             0.00 |
Speed, MB/s        |              2186.05 |       253.06 |          152.16 |
